ensembl_gene_id	gene_biotype	external_gene_name	percentage_gene_gc_content
ENSMUSG00000082630	processed_pseudogene	Gm14834	47.34
ENSMUSG00000082632	processed_pseudogene	Gm13365	48
ENSMUSG00000082633	processed_pseudogene	Gm15779	49.51
ENSMUSG00000082634	processed_pseudogene	Gm12900	47.47
ENSMUSG00000082635	unprocessed_pseudogene	Gm14750	39
ENSMUSG00000082636	processed_pseudogene	Gm14923	40.58
ENSMUSG00000082637	processed_pseudogene	Gm11248	41.79
ENSMUSG00000082638	processed_pseudogene	Gm12815	43.7
ENSMUSG00000082639	protein_coding	Gm2012	38.04
ENSMUSG00000082641	processed_pseudogene	Rpl30-ps5	42.94
ENSMUSG00000082644	unprocessed_pseudogene	Mup-ps19	39.31
ENSMUSG00000082645	processed_pseudogene	Gm15481	46.94
ENSMUSG00000082646	processed_pseudogene	Gm12732	46.67
ENSMUSG00000082647	processed_pseudogene	Gm14056	47.66
ENSMUSG00000082648	processed_pseudogene	Gm11366	52.45
ENSMUSG00000082649	processed_pseudogene	Gm12754	44.93
ENSMUSG00000082650	processed_pseudogene	Gm15358	49.81
ENSMUSG00000082651	processed_pseudogene	Gm14001	38.46
ENSMUSG00000082652	unprocessed_pseudogene	Gm14725	45.65
ENSMUSG00000082653	processed_pseudogene	Gm15897	53.9
ENSMUSG00000082655	processed_pseudogene	Gm7857	50.28
ENSMUSG00000082656	unprocessed_pseudogene	Vmn1r-ps125	37.59
ENSMUSG00000082657	processed_pseudogene	Gm14736	38.69
ENSMUSG00000082658	processed_pseudogene	Fau-ps2	48.52
ENSMUSG00000082660	processed_pseudogene	Gm14612	51.99
ENSMUSG00000082661	processed_pseudogene	Gm11590	42.06
ENSMUSG00000082662	processed_pseudogene	Gm15516	51.3
ENSMUSG00000082663	TR_V_pseudogene	Trav13-3	55.13
ENSMUSG00000082664	processed_pseudogene	Gm8761	48.17
ENSMUSG00000082665	processed_pseudogene	Gm11470	50.92
ENSMUSG00000082666	processed_pseudogene	Gm13677	48.74
ENSMUSG00000082667	processed_pseudogene	Gm11348	50.63
ENSMUSG00000082669	processed_pseudogene	Gm5393	50.37
ENSMUSG00000082670	processed_pseudogene	Gm14050	52.89
ENSMUSG00000082671	processed_pseudogene	Gm14006	50.56
ENSMUSG00000082672	processed_pseudogene	Gm11876	47.21
ENSMUSG00000082673	processed_pseudogene	Gm11857	41.36
ENSMUSG00000082674	processed_pseudogene	Gm11914	42.41
ENSMUSG00000082675	processed_pseudogene	Gm6382	43.31
ENSMUSG00000082676	processed_pseudogene	Gm11843	40
ENSMUSG00000082677	unprocessed_pseudogene	Gm15371	44.26
ENSMUSG00000082678	processed_pseudogene	Gm12818	55.15
ENSMUSG00000082679	processed_pseudogene	Gm13469	47.43
ENSMUSG00000082680	processed_pseudogene	Gm14885	44.76
ENSMUSG00000082681	unprocessed_pseudogene	Cyp2j7-ps1	42.77
ENSMUSG00000082682	processed_pseudogene	Gm15349	50.98
ENSMUSG00000082683	processed_pseudogene	Gm12697	40.03
ENSMUSG00000082684	processed_pseudogene	Gm12774	54.09
ENSMUSG00000082686	processed_pseudogene	Gm12961	42.48
ENSMUSG00000082687	processed_pseudogene	Gm11474	51.99
ENSMUSG00000082688	processed_pseudogene	Gm12124	50.96
ENSMUSG00000082689	processed_pseudogene	Gm14156	51.55
ENSMUSG00000082690	processed_pseudogene	Gm14972	33.24
ENSMUSG00000082691	processed_pseudogene	Dynlt1-ps1	50
ENSMUSG00000082692	processed_pseudogene	H2af-ps	61.69
ENSMUSG00000082693	processed_pseudogene	Gm15190	48.55
ENSMUSG00000082696	processed_pseudogene	Gm15040	45.71
ENSMUSG00000082698	processed_pseudogene	Gm15316	46.79
ENSMUSG00000082699	processed_pseudogene	Gm12736	51.27
ENSMUSG00000082700	processed_pseudogene	Gm13792	48.23
ENSMUSG00000082701	processed_pseudogene	Gm14460	57.9
ENSMUSG00000082703	processed_pseudogene	Gm11907	48.86
ENSMUSG00000082704	processed_pseudogene	Gm12515	39.89
ENSMUSG00000082705	processed_pseudogene	Gm15616	43.47
ENSMUSG00000082706	processed_pseudogene	Gm11663	57.59
ENSMUSG00000082707	processed_pseudogene	Gm6881	52.58
ENSMUSG00000082708	processed_pseudogene	Gm15172	49.52
ENSMUSG00000082709	processed_pseudogene	Gm12362	54.39
ENSMUSG00000082710	unprocessed_pseudogene	Defa-ps14	39.19
ENSMUSG00000082711	processed_pseudogene	Gm12987	56.85
ENSMUSG00000082712	unprocessed_pseudogene	Olfr990-ps1	41.7
ENSMUSG00000082713	processed_pseudogene	Gm14721	46.48
ENSMUSG00000082714	processed_pseudogene	Gm15120	44.85
ENSMUSG00000082715	processed_pseudogene	Gm11633	50.68
ENSMUSG00000082716	processed_pseudogene	Rpl31-ps5	45.6
ENSMUSG00000082717	processed_pseudogene	Gm13087	41.41
ENSMUSG00000082718	processed_pseudogene	Gm14928	49.69
ENSMUSG00000082720	processed_pseudogene	Gm12489	48.65
ENSMUSG00000082721	processed_pseudogene	Gm12087	46.51
ENSMUSG00000082722	unprocessed_pseudogene	Gm11393	40.09
ENSMUSG00000082723	processed_pseudogene	Gm14564	52.38
ENSMUSG00000082724	unprocessed_pseudogene	Gm14416	35.21
ENSMUSG00000082725	unprocessed_pseudogene	Gm12451	41.21
ENSMUSG00000082726	processed_pseudogene	Gm11424	52.71
ENSMUSG00000082727	processed_pseudogene	Gm13260	40.19
ENSMUSG00000082728	processed_pseudogene	Supt20-ps	49.28
ENSMUSG00000082729	processed_pseudogene	Gm14845	45.1
ENSMUSG00000082730	processed_pseudogene	Gm11363	43.61
ENSMUSG00000082732	processed_pseudogene	Rpl23a-ps6	44.87
ENSMUSG00000082733	processed_pseudogene	Gm15153	51.46
ENSMUSG00000082734	unprocessed_pseudogene	Rhox11-ps1	43.66
ENSMUSG00000082735	processed_pseudogene	Gm16394	44.69
ENSMUSG00000082736	processed_pseudogene	Gm5381	48.4
ENSMUSG00000082737	processed_pseudogene	Gm12026	43.16
ENSMUSG00000082738	processed_pseudogene	Gm15422	43.62
ENSMUSG00000082739	transcribed_unprocessed_pseudogene	Olfr602-ps1	36.37
ENSMUSG00000082740	processed_pseudogene	Gm14127	47.68
ENSMUSG00000082741	processed_pseudogene	Gm9703	43.93
ENSMUSG00000082743	processed_pseudogene	Gm12988	43.72
ENSMUSG00000082744	processed_pseudogene	Gm15625	48.31
ENSMUSG00000082745	unprocessed_pseudogene	Gm15181	57.06
ENSMUSG00000082746	processed_pseudogene	Rps12-ps1	50.12
ENSMUSG00000082749	processed_pseudogene	Rpl9-ps2	46.97
ENSMUSG00000082750	processed_pseudogene	Gm12156	43.27
ENSMUSG00000082751	unprocessed_pseudogene	Gm6620	38.12
ENSMUSG00000082752	processed_pseudogene	Gm14899	38.69
ENSMUSG00000082754	polymorphic_pseudogene	Olfr1021-ps1	34.8
ENSMUSG00000082755	processed_pseudogene	Gm8692	54.34
ENSMUSG00000082757	processed_pseudogene	Gm6923	46.31
ENSMUSG00000082758	processed_pseudogene	Gm13024	43.45
ENSMUSG00000082759	processed_pseudogene	Gm14826	55.27
ENSMUSG00000082760	processed_pseudogene	Gm15546	54.72
ENSMUSG00000082762	processed_pseudogene	Gm12366	57.73
ENSMUSG00000082763	processed_pseudogene	Tra2b-ps	44.05
ENSMUSG00000082765	unprocessed_pseudogene	Gm14411	34.22
ENSMUSG00000082766	protein_coding	1700064H15Rik	42.77
ENSMUSG00000082767	processed_pseudogene	Gm11622	40.96
ENSMUSG00000082768	processed_pseudogene	Gm12727	54.04
ENSMUSG00000082769	processed_pseudogene	Gm15793	52.93
ENSMUSG00000082770	processed_pseudogene	Gm14722	51.81
ENSMUSG00000082771	processed_pseudogene	Gm12803	38.81
ENSMUSG00000082772	processed_pseudogene	Gm381	37.41
ENSMUSG00000082773	processed_pseudogene	Gm15058	47.6
ENSMUSG00000082774	processed_pseudogene	Gm8805	54.63
ENSMUSG00000082775	processed_pseudogene	Itpa-ps3	46.84
ENSMUSG00000082776	processed_pseudogene	Gm7061	54.38
ENSMUSG00000082777	processed_pseudogene	Gm15861	37.17
ENSMUSG00000082778	processed_pseudogene	Gm15191	54.8
ENSMUSG00000082779	processed_pseudogene	Gm13162	49.38
ENSMUSG00000082780	processed_pseudogene	Rps11-ps5	44.7
ENSMUSG00000082781	processed_pseudogene	Rps19-ps14	52.79
ENSMUSG00000082782	processed_pseudogene	Gm5319	40.09
ENSMUSG00000082783	unprocessed_pseudogene	Gm9126	48.63
ENSMUSG00000082784	processed_pseudogene	Gm15957	51.13
ENSMUSG00000082785	unprocessed_pseudogene	Vmn1r-ps100	38.52
ENSMUSG00000082786	processed_pseudogene	Gm14489	48.83
ENSMUSG00000082788	processed_pseudogene	Gm13396	39.11
ENSMUSG00000082789	unprocessed_pseudogene	Gm13284	42.45
ENSMUSG00000082790	processed_pseudogene	Gm12155	33.75
ENSMUSG00000082791	processed_pseudogene	Gm4875	56.11
ENSMUSG00000082792	processed_pseudogene	Gm12176	54.74
ENSMUSG00000082793	processed_pseudogene	Gm9308	45.31
ENSMUSG00000082794	processed_pseudogene	Gm6806	37.97
ENSMUSG00000082795	processed_pseudogene	Gm13193	44.44
ENSMUSG00000082796	processed_pseudogene	Gm13385	47.27
ENSMUSG00000082797	processed_pseudogene	Gm12015	52.19
ENSMUSG00000082798	unprocessed_pseudogene	Gm11561	52.76
ENSMUSG00000082799	unprocessed_pseudogene	Gm14554	39.87
ENSMUSG00000082800	processed_pseudogene	Gm13560	40.43
ENSMUSG00000082802	processed_pseudogene	Gm15465	44.96
ENSMUSG00000082803	miRNA	Gm26460	56.35
ENSMUSG00000082804	processed_pseudogene	Rpl17-ps1	48.19
ENSMUSG00000082806	processed_pseudogene	Rpl13-ps1	57.49
ENSMUSG00000082807	processed_pseudogene	Gm14782	40.51
ENSMUSG00000082809	processed_pseudogene	Gm14150	53.91
ENSMUSG00000082810	processed_pseudogene	Gm8682	46.39
ENSMUSG00000082812	processed_pseudogene	Gm14860	48.25
ENSMUSG00000082814	processed_pseudogene	Gm12956	46.86
ENSMUSG00000082815	protein_coding	Gm5678	48.24
ENSMUSG00000082816	processed_pseudogene	Gm11953	53.44
ENSMUSG00000082817	unprocessed_pseudogene	Gm16428	35.05
ENSMUSG00000082818	processed_pseudogene	Gm12175	49.28
ENSMUSG00000082819	TR_V_pseudogene	Trav4d-2	48.78
ENSMUSG00000082820	processed_pseudogene	Gm13803	42.13
ENSMUSG00000082821	unprocessed_pseudogene	Gm12880	38.89
ENSMUSG00000082822	processed_pseudogene	Gm14731	38.3
ENSMUSG00000082823	processed_pseudogene	Gm15828	44.25
ENSMUSG00000082824	processed_pseudogene	Gm14716	34.12
ENSMUSG00000082825	processed_pseudogene	Gm15741	43.9
ENSMUSG00000082826	processed_pseudogene	Mif-ps3	59.13
ENSMUSG00000082827	unprocessed_pseudogene	Gm5397	45.05
ENSMUSG00000082828	processed_pseudogene	Gm16106	47.96
ENSMUSG00000082829	processed_pseudogene	Gm15780	40.96
ENSMUSG00000082831	unprocessed_pseudogene	Gm12591	33.78
ENSMUSG00000082832	processed_pseudogene	Gm14786	39.69
ENSMUSG00000082833	processed_pseudogene	Gm12982	50.53
ENSMUSG00000082835	processed_pseudogene	Gm13118	38.62
ENSMUSG00000082836	processed_pseudogene	Gm13612	52.82
ENSMUSG00000082837	unprocessed_pseudogene	Gm15373	52.34
ENSMUSG00000082838	processed_pseudogene	Gm14519	50
ENSMUSG00000082839	processed_pseudogene	Gm14588	45.35
ENSMUSG00000082840	processed_pseudogene	Gm16421	39.63
ENSMUSG00000082841	processed_pseudogene	Gm12994	44.52
ENSMUSG00000082842	unprocessed_pseudogene	Gm14748	39.33
ENSMUSG00000082843	transcribed_processed_pseudogene	4930448K20Rik	43.75
ENSMUSG00000082844	processed_pseudogene	Gm13537	50.19
ENSMUSG00000082845	processed_pseudogene	Gm13879	51.24
ENSMUSG00000082846	processed_pseudogene	Gm13484	46.12
ENSMUSG00000082847	processed_pseudogene	Gm5759	48.58
ENSMUSG00000082848	antisense	Gm16066	46.54
ENSMUSG00000082849	processed_pseudogene	Gm14053	47.66
ENSMUSG00000082850	processed_pseudogene	Gm14299	49.87
ENSMUSG00000082851	processed_pseudogene	Gm11931	48.99
ENSMUSG00000082852	processed_pseudogene	Gm12021	44.7
ENSMUSG00000082853	processed_pseudogene	Gm7134	49.21
ENSMUSG00000082855	processed_pseudogene	Gm14537	45.27
ENSMUSG00000082856	unprocessed_pseudogene	Gm15106	43.16
ENSMUSG00000082857	processed_pseudogene	Gm12293	45.93
ENSMUSG00000082858	processed_pseudogene	Gm11746	41.78
ENSMUSG00000082859	unprocessed_pseudogene	Defa-ps9	39.31
ENSMUSG00000082860	processed_pseudogene	Gm13204	54.32
ENSMUSG00000082861	processed_pseudogene	Gm11362	51.65
ENSMUSG00000082862	processed_pseudogene	Gm13806	39.38
ENSMUSG00000082863	processed_pseudogene	Gm14674	46.2
ENSMUSG00000082864	processed_pseudogene	Gm13358	44.11
ENSMUSG00000082865	processed_pseudogene	Gm14745	44.71
ENSMUSG00000082867	processed_pseudogene	Gm15730	50.12
ENSMUSG00000082868	unprocessed_pseudogene	Mup-ps5	44.44
ENSMUSG00000082869	unprocessed_pseudogene	Vmn1r-ps93	40.05
ENSMUSG00000082870	processed_pseudogene	Gm12165	53.22
ENSMUSG00000082871	processed_pseudogene	Gm13263	42
ENSMUSG00000082872	processed_pseudogene	Gm15773	40.81
ENSMUSG00000082873	processed_pseudogene	Gm15367	42.62
ENSMUSG00000082874	processed_pseudogene	Rpl15-ps1	50.35
ENSMUSG00000082875	processed_pseudogene	Gm12598	40.6
ENSMUSG00000082876	processed_pseudogene	Gm11889	45.78
ENSMUSG00000082877	processed_pseudogene	Gm13009	46.52
ENSMUSG00000082878	processed_pseudogene	Gm12583	39.51
ENSMUSG00000082879	processed_pseudogene	Gm13525	47.28
ENSMUSG00000082882	protein_coding	Olfr1186	34.39
ENSMUSG00000082884	unprocessed_pseudogene	Gm13339	34.12
ENSMUSG00000082886	processed_pseudogene	Gm5386	45.59
ENSMUSG00000082887	processed_pseudogene	Gm14607	39.71
ENSMUSG00000082888	processed_pseudogene	Gm12934	42.86
ENSMUSG00000082889	unprocessed_pseudogene	Cyp4a29-ps1	43.02
ENSMUSG00000082890	processed_pseudogene	Gm15014	45.74
ENSMUSG00000082891	processed_pseudogene	Gm12881	40.43
ENSMUSG00000082892	unprocessed_pseudogene	Olfr1027-ps1	40.96
ENSMUSG00000082893	processed_pseudogene	Gm11383	51.55
ENSMUSG00000082894	processed_pseudogene	Gm6480	42.42
ENSMUSG00000082895	processed_pseudogene	Rpsa-ps9	55.71
ENSMUSG00000082896	processed_pseudogene	Gm5844	43.27
ENSMUSG00000082897	processed_pseudogene	Gm11982	51.59
ENSMUSG00000082898	processed_pseudogene	Gm12041	43.85
ENSMUSG00000082899	processed_pseudogene	Gm12379	46.85
ENSMUSG00000082900	processed_pseudogene	Gm11557	53.97
ENSMUSG00000082901	processed_pseudogene	Rps8-ps5	51.67
ENSMUSG00000082902	unprocessed_pseudogene	Ccl19-ps1	51.49
ENSMUSG00000082903	processed_pseudogene	Gm14083	44.84
ENSMUSG00000082905	processed_pseudogene	Gm7823	46.64
ENSMUSG00000082906	processed_pseudogene	Smt3h1-ps	51.43
ENSMUSG00000082907	processed_pseudogene	Gm14832	54.04
ENSMUSG00000082908	processed_pseudogene	Gm13736	49.01
ENSMUSG00000082910	unprocessed_pseudogene	Gm14758	41.3
ENSMUSG00000082911	processed_pseudogene	Gm14119	46.38
ENSMUSG00000082912	processed_pseudogene	Gm8770	53.2
ENSMUSG00000082913	processed_pseudogene	Gm14739	42.52
ENSMUSG00000082915	processed_pseudogene	Gm15240	42.78
ENSMUSG00000082917	processed_pseudogene	Gm11440	53.51
ENSMUSG00000082918	unprocessed_pseudogene	Defa-ps16	49.71
ENSMUSG00000082919	processed_pseudogene	Gm12641	43.59
ENSMUSG00000082920	processed_pseudogene	Gm13864	55.16
ENSMUSG00000082922	transcribed_unprocessed_pseudogene	Gm6939	52.14
ENSMUSG00000082924	processed_pseudogene	Gm11462	47.15
ENSMUSG00000082925	processed_pseudogene	Gm13135	40.82
ENSMUSG00000082926	processed_pseudogene	Gm8172	50
ENSMUSG00000082927	processed_pseudogene	Gm5863	53.37
ENSMUSG00000082928	processed_pseudogene	Gm12785	38.95
ENSMUSG00000082929	processed_pseudogene	Gm6067	46.44
ENSMUSG00000082930	processed_pseudogene	Gm13462	43.5
ENSMUSG00000082931	processed_pseudogene	Gm13586	56.68
ENSMUSG00000082932	protein_coding	Cyp2j8	38.45
ENSMUSG00000082933	processed_pseudogene	Gm14811	49.57
ENSMUSG00000082934	processed_pseudogene	Gm13887	44.19
ENSMUSG00000082935	processed_pseudogene	Gm7658	43.33
ENSMUSG00000082936	processed_pseudogene	Gm16166	52.86
ENSMUSG00000082937	unprocessed_pseudogene	Gm15095	42.38
ENSMUSG00000082938	processed_pseudogene	Gm2810	47.58
ENSMUSG00000082939	processed_pseudogene	Gm14881	45.57
ENSMUSG00000082940	processed_pseudogene	Gm14103	41.8
ENSMUSG00000082941	processed_pseudogene	Gm12850	47.02
ENSMUSG00000082943	processed_pseudogene	Gm13355	45.74
ENSMUSG00000082945	unprocessed_pseudogene	Gm11540	47.09
ENSMUSG00000082947	processed_pseudogene	Gm12587	46.37
ENSMUSG00000082949	processed_pseudogene	Gm11920	50.44
ENSMUSG00000082950	processed_pseudogene	Gm7834	47.83
ENSMUSG00000082951	processed_pseudogene	Gm13359	39.71
ENSMUSG00000082952	processed_pseudogene	Gm12507	44.58
ENSMUSG00000082953	unprocessed_pseudogene	Gm13217	44.16
ENSMUSG00000082954	processed_pseudogene	Gm15504	54.34
ENSMUSG00000082955	processed_pseudogene	Gm8036	44.43
ENSMUSG00000082956	unprocessed_pseudogene	Naip3	41.83
ENSMUSG00000082957	processed_pseudogene	Gm15303	36.74
ENSMUSG00000082958	processed_pseudogene	Gm12731	39.55
ENSMUSG00000082960	processed_pseudogene	Gm6884	50.57
ENSMUSG00000082961	processed_pseudogene	Gm15131	53.95
ENSMUSG00000082962	unprocessed_pseudogene	Gm10601	51.13
ENSMUSG00000082963	processed_pseudogene	Gm12465	42.33
ENSMUSG00000082964	processed_pseudogene	Rpl13-ps5	54.44
ENSMUSG00000082965	processed_pseudogene	Gm6754	42.83
ENSMUSG00000082966	processed_pseudogene	Gm14614	47.66
ENSMUSG00000082967	processed_pseudogene	Gm16082	47.75
ENSMUSG00000082968	processed_pseudogene	Gm14581	38.38
ENSMUSG00000082969	processed_pseudogene	Gm12630	53.32
ENSMUSG00000082970	processed_pseudogene	Gm15214	40.64
ENSMUSG00000082971	processed_pseudogene	Gm13517	48.23
ENSMUSG00000082973	processed_pseudogene	Gm13672	42.48
ENSMUSG00000082974	processed_pseudogene	Gm15129	53.76
ENSMUSG00000082975	processed_pseudogene	Gm14363	43.25
ENSMUSG00000082976	protein_coding	Gm15056	40.9
ENSMUSG00000082977	processed_pseudogene	Gm11911	38.42
ENSMUSG00000082978	processed_pseudogene	Rpsa-ps11	55.46
ENSMUSG00000082980	protein_coding	Olfr1274	39.41
ENSMUSG00000082981	processed_pseudogene	Polr2k-ps	43.43
ENSMUSG00000082982	unprocessed_pseudogene	Olfr1149-ps1	40.38
ENSMUSG00000082983	processed_pseudogene	Gm12318	50.18
ENSMUSG00000082985	processed_pseudogene	Gm14042	48.62
ENSMUSG00000082986	unprocessed_pseudogene	Gm11389	40.86
ENSMUSG00000082987	processed_pseudogene	Rps13-ps6	50.47
ENSMUSG00000082988	processed_pseudogene	Gm5903	50.19
ENSMUSG00000082989	processed_pseudogene	Gm13557	47.53
ENSMUSG00000082990	processed_pseudogene	Gm14052	46.65
ENSMUSG00000082991	processed_pseudogene	Rps10-ps3	51.6
ENSMUSG00000082993	unprocessed_pseudogene	Gm11566	57.14
ENSMUSG00000082994	processed_pseudogene	Gm11848	40.6
ENSMUSG00000082995	unprocessed_pseudogene	Gm15126	44.43
ENSMUSG00000082996	processed_pseudogene	Gm6238	46.45
ENSMUSG00000082997	processed_pseudogene	Gm13975	49.62
ENSMUSG00000082998	processed_pseudogene	Gm11221	45.56
ENSMUSG00000083000	processed_pseudogene	Gm15678	46.48
ENSMUSG00000083001	processed_pseudogene	Gm13250	50.86
ENSMUSG00000083004	processed_pseudogene	Gm13413	51.16
ENSMUSG00000083005	processed_pseudogene	Gm12392	39.98
ENSMUSG00000083006	processed_pseudogene	Gm15715	52.3
ENSMUSG00000083007	processed_pseudogene	Gm13623	56.48
ENSMUSG00000083008	processed_pseudogene	Gm12053	41.38
ENSMUSG00000083009	processed_pseudogene	Gm1335	53.79
ENSMUSG00000083010	processed_pseudogene	Gm14687	39.85
ENSMUSG00000083011	processed_pseudogene	Gm12816	50.99
ENSMUSG00000083012	protein_coding	Fam220a	49.06
ENSMUSG00000083013	transcribed_processed_pseudogene	Gm12978	42.53
ENSMUSG00000083014	processed_pseudogene	Gm11764	46.23
ENSMUSG00000083015	processed_pseudogene	Gm16518	43.81
ENSMUSG00000083016	processed_pseudogene	Gm12618	49.07
ENSMUSG00000083017	processed_pseudogene	Gm12163	44.47
ENSMUSG00000083018	processed_pseudogene	Gm13555	51.72
ENSMUSG00000083019	transcribed_processed_pseudogene	Gm6222	55.64
ENSMUSG00000083020	unprocessed_pseudogene	Gm15331	54.29
ENSMUSG00000083022	processed_pseudogene	Rps15a-ps6	45.8
ENSMUSG00000083023	processed_pseudogene	Gm11804	49.57
ENSMUSG00000083024	processed_pseudogene	Gm14982	40.27
ENSMUSG00000083025	processed_pseudogene	Gm11829	43.97
ENSMUSG00000083026	processed_pseudogene	Gm6373	46.39
ENSMUSG00000083027	processed_pseudogene	Gm13140	41.04
ENSMUSG00000083029	processed_pseudogene	Gm13720	36.22
ENSMUSG00000083030	processed_pseudogene	Gm14561	45.25
ENSMUSG00000083031	processed_pseudogene	Gm14910	36.95
ENSMUSG00000083032	processed_pseudogene	Gm8087	47.8
ENSMUSG00000083033	processed_pseudogene	Gm9083	54.33
ENSMUSG00000083034	unprocessed_pseudogene	Olfr334-ps1	43.16
ENSMUSG00000083036	processed_pseudogene	Gm15959	46.47
ENSMUSG00000083037	processed_pseudogene	Gm14900	36.7
ENSMUSG00000083038	processed_pseudogene	Gm13233	42.22
ENSMUSG00000083039	processed_pseudogene	Gm11606	40.36
ENSMUSG00000083041	processed_pseudogene	Gmfg-ps	50.35
ENSMUSG00000083042	unprocessed_pseudogene	Gm11388	38.99
ENSMUSG00000083043	processed_pseudogene	Gm13433	50.42
ENSMUSG00000083044	processed_pseudogene	Gm12416	54.37
ENSMUSG00000083045	processed_pseudogene	Gm16100	49.35
ENSMUSG00000083046	processed_pseudogene	Gm14699	54.82
ENSMUSG00000083047	processed_pseudogene	Gm14082	49.06
ENSMUSG00000083049	processed_pseudogene	Gm14822	50.86
ENSMUSG00000083050	processed_pseudogene	Gm11242	40.13
ENSMUSG00000083052	processed_pseudogene	Gm12285	50.21
ENSMUSG00000083053	processed_pseudogene	Gm15001	42.28
ENSMUSG00000083054	processed_pseudogene	Gm12986	46.33
ENSMUSG00000083055	processed_pseudogene	Gm14140	49.45
ENSMUSG00000083057	processed_pseudogene	Gm13356	38.21
ENSMUSG00000083058	processed_pseudogene	Gm14795	42.25
ENSMUSG00000083059	unprocessed_pseudogene	Olfr268-ps1	42.38
ENSMUSG00000083060	unprocessed_pseudogene	Gm14533	37.63
ENSMUSG00000083061	processed_pseudogene	Gm12191	44.25
ENSMUSG00000083062	processed_pseudogene	Gm14980	38.45
ENSMUSG00000083063	processed_pseudogene	Gm14882	45.87
ENSMUSG00000083064	processed_pseudogene	Gm7785	45.74
ENSMUSG00000083065	processed_pseudogene	Gm13195	45.98
ENSMUSG00000083066	processed_pseudogene	Gm12748	40.28
ENSMUSG00000083067	processed_pseudogene	Gm14751	44.59
ENSMUSG00000083068	processed_pseudogene	Gm11800	48.34
ENSMUSG00000083069	unprocessed_pseudogene	Gm16431	36.36
ENSMUSG00000083070	processed_pseudogene	Gm13350	45.3
ENSMUSG00000083072	processed_pseudogene	Gm13668	51.35
ENSMUSG00000083073	processed_pseudogene	Gm11845	41.28
ENSMUSG00000083074	processed_pseudogene	Gm14670	37.69
ENSMUSG00000083075	processed_pseudogene	Gm11980	48.88
ENSMUSG00000083076	processed_pseudogene	Gm11408	35.45
ENSMUSG00000083077	processed_pseudogene	Gm14126	40.51
ENSMUSG00000083078	processed_pseudogene	Gm13172	50.78
ENSMUSG00000083079	unprocessed_pseudogene	Amy2b	33.93
ENSMUSG00000083080	processed_pseudogene	Gm11484	45.27
ENSMUSG00000083081	processed_pseudogene	Gm13223	49.53
ENSMUSG00000083083	processed_pseudogene	Gm15382	39.66
ENSMUSG00000083084	processed_pseudogene	Gm14667	35.11
ENSMUSG00000083085	unprocessed_pseudogene	Gm12765	41.25
ENSMUSG00000083086	processed_pseudogene	Gm15531	51.59
ENSMUSG00000083087	processed_pseudogene	Gm11249	57.04
ENSMUSG00000083088	processed_pseudogene	Gm14153	43.46
ENSMUSG00000083089	processed_pseudogene	Gm4760	53.5
ENSMUSG00000083090	processed_pseudogene	Gm11736	51.49
ENSMUSG00000083091	processed_pseudogene	Gm12438	49.4
ENSMUSG00000083093	unprocessed_pseudogene	Gm15385	38.07
ENSMUSG00000083094	processed_pseudogene	Gm4908	50.75
ENSMUSG00000083096	processed_pseudogene	Gm11356	43.23
ENSMUSG00000083097	processed_pseudogene	Gm14494	50.57
ENSMUSG00000083098	processed_pseudogene	Gm14578	40.66
ENSMUSG00000083099	unprocessed_pseudogene	Gm4732	40.16
ENSMUSG00000083100	processed_pseudogene	Gm6044	49.5
ENSMUSG00000083101	processed_pseudogene	Gm13430	45.14
ENSMUSG00000083103	processed_pseudogene	Gm6429	41.68
ENSMUSG00000083104	processed_pseudogene	Gm12917	52.11
ENSMUSG00000083105	processed_pseudogene	Gm12393	39.03
ENSMUSG00000083106	processed_pseudogene	Gm15309	47.08
ENSMUSG00000083107	processed_pseudogene	Gm5303	54.87
ENSMUSG00000083109	unprocessed_pseudogene	Gm12876	39.03
ENSMUSG00000083110	processed_pseudogene	Gm14073	45.41
ENSMUSG00000083111	unprocessed_pseudogene	Gm14421	34.91
ENSMUSG00000083112	processed_pseudogene	Gm14620	41.51
ENSMUSG00000083113	processed_pseudogene	Rpl10-ps4	48.6
ENSMUSG00000083114	processed_pseudogene	Gm14790	47.54
ENSMUSG00000083115	processed_pseudogene	Gm13386	45.97
ENSMUSG00000083116	processed_pseudogene	Gm13410	44.07
ENSMUSG00000083117	processed_pseudogene	Gm15171	42.81
ENSMUSG00000083118	processed_pseudogene	Gm11609	42.67
ENSMUSG00000083119	processed_pseudogene	Gm14724	57.17
ENSMUSG00000083120	unprocessed_pseudogene	Gm15854	37.38
ENSMUSG00000083121	processed_pseudogene	Gm6341	51.34
ENSMUSG00000083122	unprocessed_pseudogene	Gm15578	48.42
ENSMUSG00000083123	unprocessed_pseudogene	Fthl17-ps2	52.84
ENSMUSG00000083124	unprocessed_pseudogene	Vmn1r-ps126	40.82
ENSMUSG00000083126	processed_pseudogene	Gm14109	50.81
ENSMUSG00000083127	processed_pseudogene	Gm15189	40.55
ENSMUSG00000083128	processed_pseudogene	Gm12723	54.99
ENSMUSG00000083129	processed_pseudogene	Gm12210	50.98
ENSMUSG00000083130	processed_pseudogene	Gm14560	48.53
ENSMUSG00000083135	processed_pseudogene	Gm11504	44.51
ENSMUSG00000083136	processed_pseudogene	Gm15170	38.13
ENSMUSG00000083137	processed_pseudogene	Gm11792	32.74
ENSMUSG00000083138	protein_coding	Cyp4a29	43.27
